Model,MSO2024
Firmware Version,1.52

Point Format,Y
Horizontal Units,S
Horizontal Scale,0.01
Sample Interval,3.2e-05
Filter Frequency,2e+08
Record Length,3125
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.2
Label,
TIME,CH1
3.6880e-02,0.0381875
3.6912e-02,0.0367813
3.6944e-02,0.03575
3.6976e-02,0.0334688
3.7008e-02,0.0315625
3.7040e-02,0.0304375
3.7072e-02,0.0289063
3.7104e-02,0.0262188
3.7136e-02,0.0251875
3.7168e-02,0.0244063
3.7200e-02,0.0220938
3.7232e-02,0.0215625
3.7264e-02,0.0210313
3.7296e-02,0.0188125
3.7328e-02,0.0180313
3.7360e-02,0.0175313
3.7392e-02,0.0160313
3.7424e-02,0.014875
3.7456e-02,0.015125
3.7488e-02,0.013875
3.7520e-02,0.0147188
3.7552e-02,0.0139688
3.7584e-02,0.014125
3.7616e-02,0.014
3.7648e-02,0.0139063
3.7680e-02,0.01375
3.7712e-02,0.0140938
3.7744e-02,0.0146563
3.7776e-02,0.0147813
3.7808e-02,0.0140625
3.7840e-02,0.01425
3.7872e-02,0.0144375
3.7904e-02,0.0146563
3.7936e-02,0.0139063
3.7968e-02,0.0140625
3.8000e-02,0.0142188
3.8032e-02,0.0141563
3.8064e-02,0.0141563
3.8096e-02,0.0139063
3.8128e-02,0.0142188
3.8160e-02,0.0145625
3.8192e-02,0.0133438
3.8224e-02,0.014125
3.8256e-02,0.014375
3.8288e-02,0.0143438
3.8320e-02,0.0141563
3.8352e-02,0.0142188
3.8384e-02,0.0142813
3.8416e-02,0.0141875
3.8448e-02,0.0141563
3.8480e-02,0.013875
3.8512e-02,0.0139688
3.8544e-02,0.0139688
3.8576e-02,0.0139375
3.8608e-02,0.0136875
3.8640e-02,0.0136563
3.8672e-02,0.0133438
3.8704e-02,0.014
3.8736e-02,0.0140313
3.8768e-02,0.0139688
3.8800e-02,0.0140625
3.8832e-02,0.014
3.8864e-02,0.0142188
3.8896e-02,0.0141563
3.8928e-02,0.0148125
3.8960e-02,0.0145313
3.8992e-02,0.0150625
3.9024e-02,0.0142813
3.9056e-02,0.014625
3.9088e-02,0.015
3.9120e-02,0.0146875
3.9152e-02,0.0142813
3.9184e-02,0.0136875
3.9216e-02,0.0126875
3.9248e-02,0.0135
3.9280e-02,0.0137813
3.9312e-02,0.0134375
3.9344e-02,0.0136563
3.9376e-02,0.0131563
3.9408e-02,0.013375
3.9440e-02,0.0128438
3.9472e-02,0.0135938
3.9504e-02,0.0142188
3.9536e-02,0.01425
3.9568e-02,0.014
3.9600e-02,0.0140938
3.9632e-02,0.0140313
3.9664e-02,0.0133438
3.9696e-02,0.0139688
3.9728e-02,0.013875
3.9760e-02,0.01425
3.9792e-02,0.0141563
3.9824e-02,0.0148125
3.9856e-02,0.0151563
3.9888e-02,0.0145313
3.9920e-02,0.0142813
3.9952e-02,0.0142813
3.9984e-02,0.0140938
4.0016e-02,0.014
4.0048e-02,0.0139688
4.0080e-02,0.0139063
4.0112e-02,0.0140313
4.0144e-02,0.0139688
4.0176e-02,0.0140313
4.0208e-02,0.0140313
4.0240e-02,0.0140938
4.0272e-02,0.014125
4.0304e-02,0.0140938
4.0336e-02,0.013
4.0368e-02,0.0136875
4.0400e-02,0.0135625
4.0432e-02,0.0138438
4.0464e-02,0.0138125
4.0496e-02,0.0134375
4.0528e-02,0.013625
4.0560e-02,0.0141875
4.0592e-02,0.0147813
4.0624e-02,0.0145
4.0656e-02,0.013625
4.0688e-02,0.0142188
4.0720e-02,0.0134063
4.0752e-02,0.0136875
4.0784e-02,0.0135938
4.0816e-02,0.0141563
4.0848e-02,0.0141563
4.0880e-02,0.0133438
4.0912e-02,0.012875
4.0944e-02,0.0135
4.0976e-02,0.013
4.1008e-02,0.0128125
4.1040e-02,0.013625
4.1072e-02,0.0140938
4.1104e-02,0.0141875
4.1136e-02,0.014125
4.1168e-02,0.0140313
4.1200e-02,0.0134375
4.1232e-02,0.0134063
4.1264e-02,0.0132813
4.1296e-02,0.0139063
4.1328e-02,0.0142188
4.1360e-02,0.0140938
4.1392e-02,0.0140313
4.1424e-02,0.014
4.1456e-02,0.0130625
4.1488e-02,0.0142813
4.1520e-02,0.0142813
4.1552e-02,0.0137813
4.1584e-02,0.014125
4.1616e-02,0.0142188
4.1648e-02,0.0136563
4.1680e-02,0.0138125
4.1712e-02,0.0140313
4.1744e-02,0.0140313
4.1776e-02,0.0140313
4.1808e-02,0.0140625
4.1840e-02,0.013125
4.1872e-02,0.0121875
4.1904e-02,0.013
4.1936e-02,0.0140313
4.1968e-02,0.0142188
4.2000e-02,0.014625
4.2032e-02,0.015625
4.2064e-02,0.014875
4.2096e-02,0.014125
4.2128e-02,0.0149375
4.2160e-02,0.0148438
4.2192e-02,0.0159063
4.2224e-02,0.0151875
4.2256e-02,0.0143438
4.2288e-02,0.0142188
4.2320e-02,0.014125
4.2352e-02,0.0133438
4.2384e-02,0.0121875
4.2416e-02,0.013
4.2448e-02,0.0127188
4.2480e-02,0.014125
4.2512e-02,0.0135625
4.2544e-02,0.0138438
4.2576e-02,0.0149375
4.2608e-02,0.01475
4.2640e-02,0.0146563
4.2672e-02,0.0140938
4.2704e-02,0.0140625
4.2736e-02,0.0140625
4.2768e-02,0.0141875
4.2800e-02,0.0145313
4.2832e-02,0.0144375
4.2864e-02,0.0143438
4.2896e-02,0.0142188
4.2928e-02,0.014
4.2960e-02,0.0140313
4.2992e-02,0.0140938
4.3024e-02,0.0140313
4.3056e-02,0.0136875
4.3088e-02,0.013125
4.3120e-02,0.0138438
4.3152e-02,0.0136563
4.3184e-02,0.0139688
4.3216e-02,0.01375
4.3248e-02,0.0134375
4.3280e-02,0.01325
4.3312e-02,0.014125
4.3344e-02,0.0140938
4.3376e-02,0.0140625
4.3408e-02,0.0135
4.3440e-02,0.0137813
4.3472e-02,0.0130625
4.3504e-02,0.0139688
4.3536e-02,0.0138438
4.3568e-02,0.0128438
4.3600e-02,0.013375
4.3632e-02,0.0134063
4.3664e-02,0.0139688
4.3696e-02,0.014375
4.3728e-02,0.0147813
4.3760e-02,0.0149688
4.3792e-02,0.0145938
4.3824e-02,0.014125
4.3856e-02,0.0140625
4.3888e-02,0.0140625
4.3920e-02,0.0140625
4.3952e-02,0.0139063
4.3984e-02,0.0151563
4.4016e-02,0.0155938
4.4048e-02,0.0150625
4.4080e-02,0.0140313
4.4112e-02,0.0140625
4.4144e-02,0.0140313
4.4176e-02,0.0141563
4.4208e-02,0.0145625
4.4240e-02,0.01475
4.4272e-02,0.0145938
4.4304e-02,0.0144063
4.4336e-02,0.0145
4.4368e-02,0.0152188
4.4400e-02,0.0148125
4.4432e-02,0.014875
4.4464e-02,0.0142188
4.4496e-02,0.0142188
4.4528e-02,0.0141563
4.4560e-02,0.0143125
